variable_name,column_number_ttgintt4,source_type,teacher_questionnaire_question,item,section,description,response_scale_or_values,available_idpop,available_files,recommended_cleaning_note
TT4G48BF,225,teacher questionnaire item,Q48,BF,Teaching in the target class,Subjects taught to the target class; primary-only detailed subject follow-ups are coded TT4G48BA-TT4G48BL. Item BF.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,1,"atgintt4, ttgintt4",ISCED 1 primary-only item; expect structural missing values for ISCED 2/3 in the combined file.
TT4G48BG,226,teacher questionnaire item,Q48,BG,Teaching in the target class,Subjects taught to the target class; primary-only detailed subject follow-ups are coded TT4G48BA-TT4G48BL. Item BG.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,1,"atgintt4, ttgintt4",ISCED 1 primary-only item; expect structural missing values for ISCED 2/3 in the combined file.
TT4G48BH,227,teacher questionnaire item,Q48,BH,Teaching in the target class,Subjects taught to the target class; primary-only detailed subject follow-ups are coded TT4G48BA-TT4G48BL. Item BH.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,1,"atgintt4, ttgintt4",ISCED 1 primary-only item; expect structural missing values for ISCED 2/3 in the combined file.
TT4G48BI,228,teacher questionnaire item,Q48,BI,Teaching in the target class,Subjects taught to the target class; primary-only detailed subject follow-ups are coded TT4G48BA-TT4G48BL. Item BI.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,1,"atgintt4, ttgintt4",ISCED 1 primary-only item; expect structural missing values for ISCED 2/3 in the combined file.
TT4G48BJ,229,teacher questionnaire item,Q48,BJ,Teaching in the target class,Subjects taught to the target class; primary-only detailed subject follow-ups are coded TT4G48BA-TT4G48BL. Item BJ.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,1,"atgintt4, ttgintt4",ISCED 1 primary-only item; expect structural missing values for ISCED 2/3 in the combined file.
TT4G48BK,230,teacher questionnaire item,Q48,BK,Teaching in the target class,Subjects taught to the target class; primary-only detailed subject follow-ups are coded TT4G48BA-TT4G48BL. Item BK.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,1,"atgintt4, ttgintt4",ISCED 1 primary-only item; expect structural missing values for ISCED 2/3 in the combined file.
TT4G48BL,231,teacher questionnaire item,Q48,BL,Teaching in the target class,Subjects taught to the target class; primary-only detailed subject follow-ups are coded TT4G48BA-TT4G48BL. Item BL.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,1,"atgintt4, ttgintt4",ISCED 1 primary-only item; expect structural missing values for ISCED 2/3 in the combined file.
TT4G49,232,teacher questionnaire item,Q49,,Teaching in the target class,Language of instruction / language background for the target class.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G50A,233,teacher questionnaire item,Q50,A,Teaching in the target class,Target class composition and student characteristics. Item A.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G50B,234,teacher questionnaire item,Q50,B,Teaching in the target class,Target class composition and student characteristics. Item B.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G50C,235,teacher questionnaire item,Q50,C,Teaching in the target class,Target class composition and student characteristics. Item C.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G51A,236,teacher questionnaire item,Q51,A,Teaching in the target class,Teaching practices used in the target class. Item A.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G51B,237,teacher questionnaire item,Q51,B,Teaching in the target class,Teaching practices used in the target class. Item B.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G51C,238,teacher questionnaire item,Q51,C,Teaching in the target class,Teaching practices used in the target class. Item C.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G51D,239,teacher questionnaire item,Q51,D,Teaching in the target class,Teaching practices used in the target class. Item D.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G51E,240,teacher questionnaire item,Q51,E,Teaching in the target class,Teaching practices used in the target class. Item E.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G51F,241,teacher questionnaire item,Q51,F,Teaching in the target class,Teaching practices used in the target class. Item F.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G51G,242,teacher questionnaire item,Q51,G,Teaching in the target class,Teaching practices used in the target class. Item G.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G51H,243,teacher questionnaire item,Q51,H,Teaching in the target class,Teaching practices used in the target class. Item H.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G51I,244,teacher questionnaire item,Q51,I,Teaching in the target class,Teaching practices used in the target class. Item I.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G51J,245,teacher questionnaire item,Q51,J,Teaching in the target class,Teaching practices used in the target class. Item J.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G51K,246,teacher questionnaire item,Q51,K,Teaching in the target class,Teaching practices used in the target class. Item K.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G51L,247,teacher questionnaire item,Q51,L,Teaching in the target class,Teaching practices used in the target class. Item L.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G51M,248,teacher questionnaire item,Q51,M,Teaching in the target class,Teaching practices used in the target class. Item M.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G51N,249,teacher questionnaire item,Q51,N,Teaching in the target class,Teaching practices used in the target class. Item N.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G51O,250,teacher questionnaire item,Q51,O,Teaching in the target class,Teaching practices used in the target class. Item O.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G52A,251,teacher questionnaire item,Q52,A,Teaching in the target class,Assessment practices used in the target class. Item A.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G52B,252,teacher questionnaire item,Q52,B,Teaching in the target class,Assessment practices used in the target class. Item B.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G52C,253,teacher questionnaire item,Q52,C,Teaching in the target class,Assessment practices used in the target class. Item C.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G52D,254,teacher questionnaire item,Q52,D,Teaching in the target class,Assessment practices used in the target class. Item D.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G52E,255,teacher questionnaire item,Q52,E,Teaching in the target class,Assessment practices used in the target class. Item E.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
